query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin
увлажнитель воздуха bork,увлажнитель воздуха bork,NO_BRAND,BORK,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
смартфоны poco m7 pro 12 512 gb,смартфоны poco m7 pro 12/512gb,Xiaomi,POCO,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
samsung galaxy a57 512 гб,Samsung Galaxy A57 512гб,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфон apple iphone 16 128 gb ultramarine,Смартфон Apple iPhone 16 128GB Ultramarine,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
delonghi ecam 22.114 b5,Delonghi ECAM 22.114 B5,DeLonghi,DeLonghi,17,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
смартфон samsung galaxy s26 ultra 12 256 gb titanium gray,Смартфон Samsung Galaxy S26 Ultra 12/256GB Titanium Gray,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
сушильная машина с тепловым candy,сушильная машина с тепловым candy,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
щетки revyline,щетки revyline,UNKNOWN,Revyline,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
макбук эир,Макбук эир,Apple,Apple,2,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
вытяжки кухонные купольные,вытяжки кухонные купольные,NO_BRAND,Oasis,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
toshiba 75z770 re,toshiba 75Z770RE,Toshiba,Toshiba,61,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
с клавиатурой для планшета huawei 53014,с клавиатурой для планшета huawei 53014,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
карта apple,карта apple,Apple,Apple,2,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
планшеты apple 256 гб,Планшеты apple 256 гб,Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
беговел novatrack,беговел novatrack,UNKNOWN,Novatrack,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
gorenje bo73-ora w,Gorenje BO73-ORA-W,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
пылесос tefal compact power tw3786 ra серый,Пылесос Tefal Compact Power TW3786RA серый,Tefal,Tefal,59,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
айфон 15 256,айфон 15 256,Apple,Apple,2,alias_hint,1.0,1.0,11,1,True,True,False,high,,1.0
lg 43nano766 qa,LG 43NANO766QA,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
настольные плиты электрические плитки,настольные плиты электрические плитки,NO_BRAND,GROOVIER,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
tefal чайник мини,tefal чайник мини,NO_BRAND,Tefal,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
индукционная плитка,индукционная плитка,NO_BRAND,Kitfort,65,category_only,0.8812395457346598,1.0,5,4,False,False,True,special,UNISTELLAR,0.8308830002641078
блендер стационарный endever sigma-200,блендер стационарный Endever sigma-200,UNKNOWN,Endever,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
принтер сканер коир,Принтер  сканер коир,NO_BRAND,DELI,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
кондиционер напольный испаритель,Кондиционер напольный испаритель,NO_BRAND,Zenet,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
honor pad v9,honor pad v9,HONOR,HONOR,25,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
сибирь сумка,Сибирь сумка,UNKNOWN,СИБИРЬ,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
чехол на iphone 16 pro,чехол на iphone 16 pro,Apple,Apple,2,alias_hint,0.6143459915611814,0.6143459915611814,12,4,True,True,False,medium,vlp,0.29928453494771595
электро гриль rednond,электро гриль rednond,NO_BRAND,Redmond,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
смарт-часы apple watch se 3 40 мм темная ночь,"Смарт-часы Apple Watch SE 3 40 мм, тёмная ночь",Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
умная климатическая станция dorfhaus умный климатический комплекс воздухоохладитель,"Умная климатическая станция DORFHAUS Умный климатический комплекс, воздухоохладитель",UNKNOWN,DORFHAUS,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
dreame f10,dreame f10,Dreame,Dreame,19,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
мобильные телефоны кнопочные раскладной,мобильные телефоны кнопочные раскладной,NO_BRAND,BQ,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
стекло для iphone 16,стекло для iphone 16,Apple,Alpha Skin,2,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
смарт часы apple,смарт часы apple,NO_BRAND,Apple,65,category_only,1.0,1.0,5,1,True,False,True,special,,1.0
игровой моноблок,игровой моноблок,NO_BRAND,KWIK,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
самсунг с26 ультра512,Самсунг с26 ультра512,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
тостер bosch tat 4620,Тостер Bosch TAT 4620,Bosch,Bosch,9,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
посудомоечная машина electrolux eem48300 l,посудомоечная машина electrolux eem48300l,Electrolux,Electrolux,21,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
яндекс станция мини с глазками,яндекс станция мини с глазками,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
крышка стеклянная для сковороды gipfel,крышка стеклянная для сковороды gipfel,UNKNOWN,Gipfel,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
миксер moulinex,миксер moulinex,Moulinex,Moulinex,43,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
телефоны реалми,телефоны реалми,NO_BRAND,realme,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
блендер стационарный kitfort,блендер стационарный kitfort,Kitfort,Kitfort,35,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
пароочиститель,пароочиститель,NO_BRAND,Karcher,65,category_only,0.17404006697758187,1.0,337,40,False,False,True,special,LOWENGRASS,0.024313464769311757
оригинальная зарядка на айфон 11,оригинальная зарядка на айфон 11,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
тефаль посуда,Тефаль посуда,NO_BRAND,Tefal,65,category_only,1.0,1.0,2,1,False,False,True,special,,1.0
посудомоечная машина горение,посудомоечная машина горение,NO_BRAND,Gorenje,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
кондиционер мобильный rapid,Кондиционер мобильный rapid,NO_BRAND,Rapid,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
apple iphone 15 про,apple iphone 15 про,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфон apple iphone 17,Смартфон Apple iPhone 17,Apple,Apple,2,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
соединительный элемент candy,Соединительный  элемент candy,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
телефон samsung s25 ultra,телефон samsung s25 ultra,Samsung,Samsung,52,alias_hint,1.0,1.0,6,1,True,True,False,high,,1.0
xолодильник indesit its 4180 ng,Холодильник Indesit ITS 4180 NG,Indesit,Indesit,30,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
электробритва philips,электробритва philips,Philips,Philips,46,brand_in_query,1.0,1.0,47,1,True,False,False,high,,1.0
утюг tefal durilium,утюг tefal durilium,Tefal,Tefal,59,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
samsung а 24,samsung а 24,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
встраиваемые посудомоечные машины 60 см monsher,встраиваемые посудомоечные машины 60см monsher,UNKNOWN,Monsher,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0
конвектор электрический ballu solo turbo bec smt 1500,Конвектор электрический Ballu Solo Turbo BEC/SMT 1500,Ballu,Ballu,6,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
телевизор lg 65ut81006 la,Телевизор LG 65UT81006LA,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
телевизор lg 50,телевизор lg 50,LG,LG,38,brand_in_query,0.9590575201701923,0.9590575201701923,7,2,True,False,False,high,Яндекс,0.9181150403403846
бойлер 30 литров,бойлер 30 литров,UNKNOWN,Kotitonttu,66,ambiguous_clicks,0.44380378780310276,0.9,7,5,False,False,False,special,Ariston,0.09814891461030156
колонки sven,колонки sven,UNKNOWN,Sven,66,ood_brand_surface,0.9774151564440003,0.9,11,2,True,False,False,special,WJB,0.9548303128880007
сплит система leopard,Сплит система leopard,NO_BRAND,SNOW LEOPARD,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
встраиваемые холодильники двухкамерные samsung,встраиваемые холодильники двухкамерные samsung,Samsung,Samsung,52,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
сетевое зарядное устройство ugreen x524 65053 45 w usb c белый,Сетевое зарядное устройство uGreen X524 (65053) 45W USB-C белый,UNKNOWN,uGreen,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
кресло zone 51,кресло zone 51,UNKNOWN,ZONE 51,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
midea mfc3712bsw40 w,Midea MFC3712BSW40/W,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
ноутбуки acer asus с windows 11 от 15.6,"ноутбуки Acer , asus  с windows 11 от 15.6",UNKNOWN,Acer,66,ood_brand_surface,1.0,0.9,1,1,True,True,False,special,,1.0
v70 vivo,v70 vivo,UNKNOWN,vivo,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
микроволновая печь lg ms2042 db,Микроволновая печь LG MS2042DB,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
хонор 600 256 гб,хонор 600 256гб,HONOR,HONOR,25,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
android приставка,android приставка,NO_BRAND,Rombica,65,category_only,0.5639097744360902,1.0,5,3,False,False,True,special,iconBIT,0.20300751879699244
hisense 75e7 s,Hisense 75e7s,Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
bosch bgs05a222,bosch bgs05a222,Bosch,Bosch,9,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
gbl,gbl,NO_BRAND,JBL,65,category_only,1.0,1.0,3,1,False,False,True,special,,1.0
модем,Модем,NO_BRAND,Brovi,65,category_only,0.7070782850069395,1.0,13,4,False,False,True,special,HUAWEI,0.47768289834940453
polaris 2050 мясорубка,polaris  2050 мясорубка,Polaris,Polaris,48,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
xiaomi vacuum cleaner g9 plus g10 plus,Xiaomi Vacuum Cleaner G9 Plus / G10 Plus,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
снегоуборщики бензиновые,снегоуборщики бензиновые,NO_BRAND,Patriot,65,category_only,0.3109764892542911,1.0,9,5,False,False,True,special,Redverg,0.05711813067935962
планшет huawei matepad 11.5 2025 8 256 gb papermatte серый клавиатура,"Планшет HUAWEI MatePad 11.5"" 2025 8/256GB  Papermatte серый   клавиатура",HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
кофемашина автоматическая nivona 5 серия,Кофемашина автоматическая Nivona 5 серия,UNKNOWN,Nivona,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
микроволновая печь саммунг,микроволновая печь саммунг,NO_BRAND,Samsung,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
монитор для компьютера 27 игровой,монитор для компьютера 27 игровой,UNKNOWN,Carrera,66,ambiguous_clicks,0.4749201881997054,0.9,8,7,False,False,False,special,Samsung,0.32364931343979925
чайник тефаль лофт,чайник тефаль лофт,NO_BRAND,Tefal,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
роботы пылесосы с влажной,роботы пылесосы с влажной,UNKNOWN,Roborock,66,ambiguous_clicks,0.22257160589893266,0.9,27,12,False,False,False,special,RED SOLUTION,0.07968613050702525
телевизоры сбер,телевизоры сбер,NO_BRAND,Sber,65,category_only,1.0,1.0,3,1,False,False,True,special,,1.0
сетевое устройство samsung,сетевое устройство samsung,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
lg ms2042 db микроволновая печь 700 вт черная,"LG MS2042DB Микроволновая печь, 700 Вт, черная",LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
16 iphone 256 gb,16 iphone 256 gb,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
монитор xiaomi 23.8 redmi g24 240 hz,Монитор xiaomi 23.8 redmi G24 240hz,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфоны poco f8 pro,смартфоны poco f8 pro,Xiaomi,POCO,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
нож тефаль,Нож тефаль,NO_BRAND,Tefal,65,category_only,1.0,1.0,3,1,False,False,True,special,,1.0
часы huawei gt 5,Часы huawei gt 5,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
клавиатура razer,клавиатура razer,UNKNOWN,Razer,66,ood_brand_surface,0.8648648648648648,0.9,3,2,True,False,False,special,A4Tech,0.7297297297297297
xiaomi smart bend 10 pro,xiaomi smart bend 10 pro,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
роботы пылесосы roborock вертикальный,роботы пылесосы roborock вертикальный,NO_BRAND,Roborock,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
посудомоечные машины carrera,посудомоечные машины carrera,NO_BRAND,Krona,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
кондиционер портативный,кондиционер портативный,NO_BRAND,WJB,65,category_only,0.8133595284872299,1.0,4,2,False,False,True,special,AERLU,0.6267190569744597
холодильники side side toshiba,холодильники side side toshiba,Toshiba,Toshiba,61,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
устройство aukey,устройство aukey,UNKNOWN,Aukey,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
телевизор haier 43 smart tv s2,телевизор haier 43 smart tv s2,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
huawei pura80,huawei pura80,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
погружные блендеры moulinex,погружные блендеры moulinex,NO_BRAND,Moulinex,65,category_only,1.0,1.0,14,1,True,False,True,special,,1.0
samsung телевизоры 32 со смарт,samsung телевизоры 32 со смарт,Samsung,Samsung,52,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
робот-пылесос xiaomi robot vacuum 5 pro,Робот-пылесос Xiaomi Robot Vacuum 5 Pro,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
ссд накопитель,ссд накопитель,UNKNOWN,Netac,66,ambiguous_clicks,0.3609647906847796,0.9,5,5,False,False,False,special,AMD Radeon,0.0
фен щетки с вращающейся насадкой carrera,фен щетки с вращающейся насадкой carrera,Carrera,Carrera,14,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
samsung а 57,samsung а 57,Samsung,Samsung,52,alias_hint,1.0,1.0,7,1,True,True,False,high,,1.0
zone 51,zone 51,UNKNOWN,ZONE 51,66,ood_brand_surface,1.0,0.9,15,1,True,False,False,special,,1.0
внешний аккумулятор deppa 10000,внешний аккумулятор deppa 10000,Deppa,Deppa,18,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
гриль braun,гриль braun,Braun,Braun,10,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
сплит-система инверторная haier as20hsl1 hra w 1u20hsl1 fra 7 k btu охлаждение обогрев с wi fi,Сплит-система инверторная Haier AS20HSL1HRA-W/1U20HSL1FRA 7K BTU охлаждение/обогрев с Wi Fi,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
чехол для айфон 16 про макс,Чехол для айфон 16 про макс,Apple,vlp,2,alias_hint,0.8933333333333334,0.8933333333333334,2,2,False,True,False,high,Krutoff,0.7866666666666667
вентилятор колонный brayer br4958 bk,Вентилятор колонный Brayer BR4958BK,Brayer,Brayer,11,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
телевизор с андроид,телевизор с андроид,NO_BRAND,Li TV,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
