query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin,pred,pred_reject
варочная панель газовая homsair hgg323 gcbk,Варочная панель газовая HOMSAir HGG323GCBK,UNKNOWN,HOMSAir,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
встраиваемая варочная панель газовая gefest,встраиваемая варочная панель газовая gefest,Gefest,Gefest,22,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
варочная панель электрическая bosch на 4 рамочная произаодство германич,Варочная панель электрическая bosch на 4 рамочная произаодство Германич,Bosch,Bosch,9,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
машинки для стрижки волос vgr,машинки для стрижки волос vgr,UNKNOWN,VGR,66,ood_brand_surface,0.6774193548387097,0.9,2,2,True,False,False,special,VGR Professional,0.35483870967741943,NO_BRAND,NO_BRAND
кресло садовое bigarden,кресло садовое bigarden,UNKNOWN,BiGarden,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0,NO_BRAND,NO_BRAND
встраиваемая варочная газовая панель на 3,встраиваемая варочная газовая панель на 3,UNKNOWN,Gefest,66,ambiguous_clicks,0.3258467812259971,0.9,12,9,False,False,False,special,Gressel,0.13916372948193625,NO_BRAND,NO_BRAND
электрические чайники gorenje,электрические чайники gorenje,NO_BRAND,Gorenje,65,category_only,1.0,1.0,6,1,True,False,True,special,,1.0,Gorenje,Gorenje
блендер стационарный philips,блендер стационарный philips,NO_BRAND,PHILIPS,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0,Philips,NO_BRAND
холодильники двухкамерные no frost lg,холодильники двухкамерные no frost lg,LG,LG,38,brand_in_query,1.0,1.0,14,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
авто холодильник,авто холодильник,UNKNOWN,Harper,66,ambiguous_clicks,0.47019966411643965,0.9,6,3,False,False,False,special,Coolfort,0.023847732785967572,NO_BRAND,NO_BRAND
дипилятор,дипилятор,UNKNOWN,Timberk,66,ambiguous_clicks,0.4631578947368421,0.9,3,3,False,False,False,special,Rowenta,0.11578947368421053,NO_BRAND,NO_BRAND
микроволновая печь bosch,микроволновая печь bosch,NO_BRAND,Bosch,65,category_only,1.0,1.0,3,1,True,False,True,special,,1.0,Bosch,Bosch
измельчитель moulinex dj905832 fresh express cube светло-черный золотистый,Измельчитель Moulinex DJ905832 Fresh Express Cube светло-черный/золотистый,Moulinex,Moulinex,43,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,UNKNOWN
система виртуальной реальности playstation vr 2 белый,Система виртуальной реальности PlayStation VR 2 белый,PlayStation,PlayStation,47,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,UNKNOWN,UNKNOWN
беспроводная bluetooth колонка jbl charge6 портативная музыкальная колонка для улицы серия настольная водонепроницаемая,"Беспроводная Bluetooth колонка JBL Charge6, портативная музыкальная колонка для улицы, серия, настольная, водонепроницаемая",JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0,NO_BRAND,NO_BRAND
игровые проводные клавиатуры acer,игровые проводные клавиатуры Acer,UNKNOWN,Acer,66,ood_brand_surface,1.0,0.9,1,1,True,True,False,special,,1.0,NO_BRAND,NO_BRAND
